VARIABLE,svar,lp_corrbias,lp_lagaug,lp_gls,varlp_avg
cat1,NaN,0.544771082951593,0.482638880412949,-0.363541981360985,0.433854353753949
cat2,NaN,1.67947249588999,1.60134673147405,-7.6062946162208,1.57434950658242
cat3,NaN,-0.224170898065563,-0.251422765257619,3.18518394579432,-0.327358845776933
cat4,0,0,0,0,0
cat5,NaN,-1.50456604208174,-1.3217460572735,10.9175484831974,-1.47074120036625
cat6,0,0,0,0,0
cat7,0,0,0,0,0
cat8,NaN,-0.0111788425129349,-0.211514072593646,-8.35526214656847,-0.228558356762907
cat9,NaN,0.848064508758978,0.307898873328903,1.44236685735513,1.0770493228069
cat10,0,0,0,0,0
h0,NaN,-14.1728311829853,-13.6833165138488,-0.353325335848497,-14.0149941285691
h1,NaN,-1.25256641530059,-1.56402021616215,-0.0915360460001185,-1.08504394897008
h2,NaN,-0.54988783640307,-0.344548497183631,-0.117228325487931,-0.181058202873896
h3,NaN,-0.52207148498007,-0.411162328263989,0.0491701796213805,-0.235275330934058
h4,NaN,-0.601271512719357,-0.503289298754353,0.207867620136593,-0.377339377795325
h5,NaN,-0.245936215485917,-0.176980608636969,0.318159174611639,-0.00971265201514884
h6,NaN,-0.108471722700625,0.0389637334223284,-0.837227491921743,0.164462725548104
h7,NaN,-0.0650187358266566,0.119778872475507,0.461704441240701,0.1934565880752
h8,NaN,-0.0585063102313009,0.117603752157307,0.261108856006219,0.236786617394701
h9,NaN,-0.0436528136841765,0.143893189564979,0.365246662309639,0.245220212224082
h10,NaN,0.0239706158349183,0.163338370270695,0.228868113866237,0.327584655991117
h11,NaN,0.108267477074708,0.207449198115093,0.397052701046038,0.339012510377566
h12,NaN,-0.114589692120357,-0.266528532254137,0.1702549510378,0.19275425102704
h13,NaN,-0.170735717167687,-0.00653459257017272,-0.0518366717352112,0.198698375730823
h14,NaN,0.084733063720566,0.0515428169601346,0.143485459727927,0.279445921141517
h15,NaN,0.0253312565538955,0.106424918131081,0.0751436772161944,0.205712434627197
h16,NaN,0.0359475953183933,0.143098494910295,0.280461673878779,0.180313898705141
h17,NaN,-0.133146362563331,-0.280907274642958,0.295325385172437,-0.156190327714498
h18,0,0,0,0,0
h19,NaN,0.146508752096967,0.154902315516437,0.229077911089337,0.0983022772889572
h20,NaN,-0.0526148621311197,0.211582275485861,0.0279587706193697,-0.149060846079573
