VARIABLE,svar,lp_corrbias,lp_lagaug,lp_gls,varlp_avg
cat1,NaN,0.464984191622276,0.404757640855245,-0.418173848983694,0.357580733603635
cat2,NaN,1.64036753996289,1.52373520239584,-7.63219499813624,1.57479413548418
cat3,NaN,-0.301127670549804,-0.313330386877452,3.07104417591772,-0.406291989530886
cat4,0,0,0,0,0
cat5,NaN,-1.64083819019877,-1.39999793007795,10.7592126551414,-1.64740502189893
cat6,0,0,0,0,0
cat7,0,0,0,0,0
cat8,NaN,-0.103232727947047,-0.314755271504831,-8.41677613063998,-0.28741126580611
cat9,NaN,0.754415881049687,0.213391805674004,1.37361580247605,0.975073360754
cat10,0,0,0,0,0
h0,NaN,-14.1090375211212,-13.6361624780901,-0.302895147871769,-13.9766312092852
h1,NaN,-1.24649332248549,-1.59532361706174,-0.046881652777792,-1.10600168446025
h2,NaN,-0.573546212107947,-0.394034159026195,-0.0739433556344865,-0.233008920514612
h3,NaN,-0.551446149497757,-0.444175388870776,0.044422096167869,-0.276067302100292
h4,NaN,-0.594752731160058,-0.498512806355951,0.226152785270287,-0.375833689743493
h5,NaN,-0.266028053159085,-0.21924126651111,0.343601200097166,-0.0274722053240801
h6,NaN,-0.109136083352259,0.0104192512307803,-0.758540447113246,0.123381045065294
h7,NaN,-0.0629667695393152,0.0922302179872993,0.467810272757765,0.175275118478524
h8,NaN,-0.0291433879145535,0.12913319094099,0.274663035442589,0.205559740393288
h9,NaN,0.0258820301728387,0.152361122398587,0.381846592857229,0.243811532200299
h10,NaN,0.0821126739323537,0.178558572553372,0.232319483470455,0.276292435713677
h11,NaN,0.11257014097844,0.195235100618416,0.400254977180539,0.287940795288675
h12,NaN,-0.130909226585686,-0.326867173670165,0.185410661082214,0.161192868075435
h13,NaN,-0.198623910009569,-0.0694432197260415,-0.0382131045339262,0.127742380119196
h14,NaN,0.0139341195760383,-0.0378118800008118,0.166379551022731,0.206754485949808
h15,NaN,-0.0368140422711426,0.0516693071233447,0.0123150241465123,0.159435611906849
h16,NaN,-0.0115500091835728,0.122509557375205,0.287911215955675,0.152926528601873
h17,NaN,-0.183071578305539,-0.320004121450918,0.294131338183202,-0.201454937669479
h18,0,0,0,0,0
h19,NaN,0.105006278103465,0.12914185196052,0.227741955124871,0.0932144347905447
h20,NaN,-0.0486365252998543,0.176396323309196,-0.0133640173406501,-0.149428439501679
