VARIABLE,svar,bvar,lp_corrbias,lp_penalize,lp_lagaug,lp_gls,varlp_avg,svar_iv,lp_IV_controls
cat1,-0.361022150138697,-0.218532535078611,-0.275333360408491,-0.297965964986899,-0.306520320163835,-0.318828763007477,-0.301327520508158,-0.32862064356318,-0.224335187418788
cat2,0.197977128385015,0.225295889834865,0.142929674808118,0.0967023982662234,0.325400010744128,0.186376920843837,0.160491303501247,-0.00275064907038705,0.404812787011972
cat3,0.0882667014483192,0.144704718263491,0.0898237603176584,0.0563901801174979,0.0324252261776442,0.0975029682111647,0.0977303636048479,0.0457729439299106,0.0443679037432185
cat4,0.0982646823777168,-0.0212922716586409,0.107275226160328,0.0696028026534934,0.57094982661472,0.076118426581943,0.115929747828816,-0.0773960416450279,0.504154091558567
cat5,0.33790814809733,0.68814103283573,0.446557602560785,0.466648894313492,0.0659661436515478,0.43245717332642,0.404918260568225,0.622220402059647,1.06495447046947
cat6,-0.198310587370583,-0.0616878145844332,-0.159282749180514,-0.197010201420685,-0.242762739731756,-0.174742023941857,-0.169096484091139,-0.0934055862487374,0.156146661736448
cat7,-0.0283351747481406,-0.0372209940683554,-0.136986781804176,-0.0960434976431556,-0.212529104892619,-0.090057508845677,-0.0954095932912224,-0.124777872901143,-0.109104857216468
cat8,0.173338342123095,0.204362806346958,0.152233293349679,0.131061669592298,0.437521795187789,0.15330734902935,0.168825210787472,0.208361463418053,0.66390545719606
cat9,-0.519309466331856,-0.38787495857487,-0.468821773474022,-0.505632860596458,-0.681716474813415,-0.469506573147594,-0.484445067853123,-0.442487727134008,-0.62776780208296
cat10,-0.0638591601820895,-0.0279409497844258,-0.00195299077680192,-0.0140376410806572,0.538994534678593,-0.0786741655440892,-0.00818759418179375,-0.0615720078706944,0.126863915035131
h0,0.843908325607155,0.243619819397478,0.680728650486663,1.07206941869021,0.902031027727257,0.749858487227317,0.713415134690181,0.755788059508937,0.209657565820243
h1,1.12780181022004,0.467567671863237,0.985330219686297,0.991365050049205,1.16328340024815,1.04130172048734,0.998929011891908,0.658357418127421,0.589891745584114
h2,1.2059075893392,0.57481051347458,1.07812505538453,1.04566184470219,1.29813132642512,1.12041007343705,1.07233710217155,0.589048121760179,0.822879469965405
h3,1.34603524982502,0.615792225417153,1.24129774771597,1.14138698632003,1.42571595067237,1.24901618952318,1.21847903274236,0.625780906504787,0.944685693506828
h4,1.45490449366563,0.655626286778852,1.36913236729063,1.23182568908949,1.56225415878407,1.37586718401145,1.32970221681737,0.583496056960052,0.981185646605135
h5,1.37470505378258,0.625281899732724,1.44461906207151,1.30540245488601,1.60151058791529,1.43949066450486,1.30310361965361,0.559461448119123,1.1173058760336
h6,1.29032779563026,0.578757850105527,1.49096946294703,1.35616836688695,1.65491377659977,1.22632975001312,1.26414658912943,0.542323723968342,1.27988838660639
h7,1.22725314009877,0.536028558623327,1.55026926530881,1.39321143845794,1.6882228645904,1.22741903977186,1.26323673203968,0.524145389401461,1.35210465390947
h8,1.18040016455027,0.496364796046337,1.56281312817447,1.4190792571259,1.68792834741833,1.17297040222863,1.22871566364993,0.511155202218399,1.26947268197921
h9,1.13221368959125,0.45430366677434,1.57890265338059,1.44476383260374,1.72198168550538,1.18384295144904,1.2087010177024,0.495443766496338,1.29884316956952
h10,1.10065617907864,0.430861559128141,1.63509266904202,1.46804611446602,1.75847976950037,1.16880036179701,1.22769916616286,0.482104735073694,1.38319048170805
h11,1.07337985504566,0.410281564956831,1.65832179706493,1.49251678859422,1.7686893619471,1.14095928706985,1.21090778237131,0.469623324845368,1.34119913819053
h12,1.03868911827303,0.389442862901589,1.64968229464102,1.52105434567022,1.77631886169035,1.18168628086413,1.18548191279575,0.456593592930167,1.47230533612672
h13,1.00845640509232,0.37026428005544,1.66867695487116,1.55362861504561,1.77847322935678,1.14730446909431,1.17689931786757,0.443650109996327,1.51444218705375
h14,0.981618484333912,0.352947010879667,1.73120097549895,1.56506896871084,1.80331608316048,1.19666612130728,1.20944810276646,0.432420966002276,1.47814156377557
h15,0.953923681292764,0.337553820468844,1.7546478210674,1.5634915582546,1.81929811610441,1.21079985162798,1.21289208970761,0.421112500738304,1.54014392001948
h16,0.926769400078606,0.32361430732319,1.74511800529671,1.56326479619878,1.81061477286808,1.2268529595226,1.18400344670095,0.410378465008466,1.58576696094427
h17,0.902168334368172,0.310959078686505,1.72943212244546,1.56706278952439,1.81605504385159,1.23022955756427,1.16686024543366,0.400520460074886,1.59383652272239
h18,0.878667812574262,0.299416684239159,1.73129743909539,1.60081093171237,1.83790212566302,1.2585543111947,1.15057155302067,0.391431922939593,1.66516648212267
h19,0.857657619706255,0.28892324088147,1.73966399546863,1.68033649417771,1.8463309452697,1.30165957753469,1.14219969221265,0.382875012431363,1.82033882195873
h20,0.844859684117741,0.279324241463771,1.77478065592019,1.79221042001459,1.85561665303702,1.2917083305525,1.15574732866949,0.374902311501126,1.86966573813861
